marker_id,paper_id,effect_name,subtype
57,"Liu Y. et al., 2013",Decreased virulence in mice,H5N1
57,"Suttie A. et al., 2019",Decreased polymerase activity in mice,H5N1
57,"Suttie A. et al., 2019",Decreased virulence in mice,H5N1
58,"Yamayoshi S. et al., 2014",Increased polymerase activity in mammalian cells,H7N9
58,"Yamayoshi S. et al., 2018",Increased polymerase activity in mammalian cells,H7N9
58,"Suttie A. et al., 2019",Increased polymerase activity in mammalian cells,H7N9
59,"Song W. et al., 2014",Increased polymerase activity in mammalian cells,H5N1
59,"Song W. et al., 2014",Increased polymerase activity in mammalian cells,H7N9
59,"Suttie A. et al., 2019",Increased polymerase activity in mammalian cells,H5N1
59,"Suttie A. et al., 2019",Increased polymerase activity in mammalian cells,H7N9
60,"Chen G. et al., 2016",Increased polymerase activity in mammalian cells,H7N9
60,"Suttie A. et al., 2019",Increased polymerase activity in mammalian cells,H7N9
61,"Xiao C. et al., 2016",Increased replication in avian cells,H7N9
61,"Xiao C. et al., 2016",Increased replication in avian cells,H9N2
61,"Xiao C. et al., 2016",Increased replication in avian cells,H10N8
61,"Xiao C. et al., 2016",Increased virulence in mice,H7N9
61,"Xiao C. et al., 2016",Increased virulence in mice,H9N2
61,"Xiao C. et al., 2016",Increased virulence in mice,H10N8
61,"Xiao C. et al., 2016",Increased polymerase activity in mammalian cells,H7N9
61,"Xiao C. et al., 2016",Increased polymerase activity in mammalian cells,H9N2
61,"Xiao C. et al., 2016",Increased polymerase activity in mammalian cells,H10N8
61,"Xiao C. et al., 2016",Increased polymerase activity in avian cells,H7N9
61,"Xiao C. et al., 2016",Increased polymerase activity in avian cells,H9N2
61,"Xiao C. et al., 2016",Increased polymerase activity in avian cells,H10N8
61,"Xiao C. et al., 2016",Increased replication in mammalian cells,H7N9
61,"Xiao C. et al., 2016",Increased replication in mammalian cells,H9N2
61,"Xiao C. et al., 2016",Increased replication in mammalian cells,H10N8
61,"Suttie A. et al., 2019",Increased replication in avian cells,H7N9
61,"Suttie A. et al., 2019",Increased replication in avian cells,H9N2
61,"Suttie A. et al., 2019",Increased replication in avian cells,H10N8
61,"Suttie A. et al., 2019",Increased virulence in mice,H7N9
61,"Suttie A. et al., 2019",Increased virulence in mice,H9N2
61,"Suttie A. et al., 2019",Increased virulence in mice,H10N8
61,"Suttie A. et al., 2019",Increased polymerase activity in mammalian cells,H7N9
61,"Suttie A. et al., 2019",Increased polymerase activity in mammalian cells,H9N2
61,"Suttie A. et al., 2019",Increased polymerase activity in mammalian cells,H10N8
61,"Suttie A. et al., 2019",Increased polymerase activity in avian cells,H7N9
61,"Suttie A. et al., 2019",Increased polymerase activity in avian cells,H9N2
61,"Suttie A. et al., 2019",Increased polymerase activity in avian cells,H10N8
61,"Suttie A. et al., 2019",Increased replication in mammalian cells,H7N9
61,"Suttie A. et al., 2019",Increased replication in mammalian cells,H9N2
61,"Suttie A. et al., 2019",Increased replication in mammalian cells,H10N8
62,"Taft A. et al., 2015",Increased virulence in mice,H5N1
62,"Taft A. et al., 2015",Increased polymerase activity in mammalian cells,H5N1
62,"Taft A. et al., 2015",Increased polymerase activity in avian cells,H5N1
62,"Taft A. et al., 2015",Increased replication in mammalian cells,H5N1
62,"Shinya Y. et al., 2010",Increased virulence in mice,H5N1
62,"Shinya Y. et al., 2010",Increased polymerase activity in mammalian cells,H5N1
62,"Shinya Y. et al., 2010",Increased polymerase activity in avian cells,H5N1
62,"Shinya Y. et al., 2010",Increased replication in mammalian cells,H5N1
62,"Suttie A. et al., 2019",Increased virulence in mice,H5N1
62,"Suttie A. et al., 2019",Increased polymerase activity in mammalian cells,H5N1
62,"Suttie A. et al., 2019",Increased polymerase activity in avian cells,H5N1
62,"Suttie A. et al., 2019",Increased replication in mammalian cells,H5N1
62,"Chen G. et al., 2016",Increased polymerase activity in mammalian cells,H7N9
62,"Chen G. et al., 2016",Increased polymerase activity in avian cells,H7N9
62,"Mok C. et al., 2014",Increased polymerase activity in mammalian cells,H7N9
62,"Mok C. et al., 2014",Increased polymerase activity in avian cells,H7N9
62,"Suttie A. et al., 2019",Increased polymerase activity in mammalian cells,H7N9
62,"Suttie A. et al., 2019",Increased polymerase activity in avian cells,H7N9
62,"Wang C. et al., 2016",Increased virulence in mice,H9N2
62,"Wang C. et al., 2016",Increased polymerase activity in mammalian cells,H9N2
62,"Wang C. et al., 2016",Increased replication in mammalian cells,H9N2
62,"Suttie A. et al., 2019",Increased virulence in mice,H9N2
62,"Suttie A. et al., 2019",Increased polymerase activity in mammalian cells,H9N2
62,"Suttie A. et al., 2019",Increased replication in mammalian cells,H9N2
65,"Hu M. et al., 2017b",Increased virulence in mice,H7N9
65,"Hu M. et al., 2017b",Increased polymerase activity in mammalian cells,H7N9
65,"Hu M. et al., 2017b",Increased replication in mammalian cells,H7N9
65,"Suttie A. et al., 2019",Increased virulence in mice,H7N9
65,"Suttie A. et al., 2019",Increased polymerase activity in mammalian cells,H7N9
65,"Suttie A. et al., 2019",Increased replication in mammalian cells,H7N9
66,"Hu M. et al., 2017b",Increased virulence in mice,H7N9
66,"Hu M. et al., 2017b",Increased polymerase activity in mammalian cells,H7N9
66,"Hu M. et al., 2017b",Increased replication in mammalian cells,H7N9
66,"Suttie A. et al., 2019",Increased virulence in mice,H7N9
66,"Suttie A. et al., 2019",Increased polymerase activity in mammalian cells,H7N9
66,"Suttie A. et al., 2019",Increased replication in mammalian cells,H7N9
73,"Taft A. et al., 2015",Increased virulence in mice,H5N1
73,"Taft A. et al., 2015",Increased polymerase activity in mammalian cells,H5N1
73,"Taft A. et al., 2015",Increased replication in mammalian cells,H5N1
73,"Suttie A. et al., 2019",Increased virulence in mice,H5N1
73,"Suttie A. et al., 2019",Increased polymerase activity in mammalian cells,H5N1
73,"Suttie A. et al., 2019",Increased replication in mammalian cells,H5N1
79,"Taft A. et al., 2015",Increased polymerase activity in mammalian cells,H5N1
79,"Taft A. et al., 2015",Increased replication in mammalian cells,H5N1
79,"Taft A. et al., 2015",Increased virulence in mice,H5N1
79,"Suttie A. et al., 2019",Increased polymerase activity in mammalian cells,H5N1
79,"Suttie A. et al., 2019",Increased replication in mammalian cells,H5N1
79,"Suttie A. et al., 2019",Increased virulence in mice,H5N1
80,"Gabriel G. et al., 2005",Increased polymerase activity in mammalian cells,H7N7
80,"Gabriel G. et al., 2005",Increased replication in mammalian cells,H7N7
80,"Sediri H. et al., 2016",Increased polymerase activity in mammalian cells,H7N7
80,"Sediri H. et al., 2016",Increased replication in mammalian cells,H7N7
80,"Gabriel G. et al., 2007",Increased polymerase activity in mammalian cells,H7N7
80,"Gabriel G. et al., 2007",Increased replication in mammalian cells,H7N7
80,"Suttie A. et al., 2019",Increased polymerase activity in mammalian cells,H7N7
80,"Suttie A. et al., 2019",Increased replication in mammalian cells,H7N7
80,"Sediri H. et al., 2016",Increased polymerase activity in mammalian cells,H9N2
80,"Suttie A. et al., 2019",Increased polymerase activity in mammalian cells,H9N2
82,"Sun H. et al., 2015",Decreased virulence in mice,H5N1
82,"Suttie A. et al., 2019",Decreased virulence in mice,H5N1
83,"Leung B. et al., 2010",Decreased polymerase activity in mammalian cells,H5N1
83,"Suttie A. et al., 2019",Decreased polymerase activity in mammalian cells,H5N1
84,"Li J. et al., 2009",Increased polymerase activity in mammalian cells,H5N1
84,"Li J. et al., 2009",Increased virulence in mice,H5N1
84,"Suttie A. et al., 2019",Increased polymerase activity in mammalian cells,H5N1
84,"Suttie A. et al., 2019",Increased virulence in mice,H5N1
85,"Li J. et al., 2009",Increased polymerase activity in mammalian cells,H5N1
85,"Li J. et al., 2009",Increased virulence in mice,H5N1
85,"Suttie A. et al., 2019",Increased polymerase activity in mammalian cells,H5N1
85,"Suttie A. et al., 2019",Increased virulence in mice,H5N1
86,"Wang J. et al., 2012",Increased polymerase activity in mammalian cells,H9N2
86,"Wang J. et al., 2012",Increased virulence in mice,H9N2
86,"Suttie A. et al., 2019",Increased polymerase activity in mammalian cells,H9N2
86,"Suttie A. et al., 2019",Increased virulence in mice,H9N2
87,"Fan S. et al., 2014",Increased polymerase activity in mammalian cells,H5N1
87,"Fan S. et al., 2014",Increased virulence in mice,H5N1
87,"Suttie A. et al., 2019",Increased polymerase activity in mammalian cells,H5N1
87,"Suttie A. et al., 2019",Increased virulence in mice,H5N1
88,"Song W. et al., 2014",Increased polymerase activity in mammalian cells,H5N1
88,"Song W. et al., 2014",Increased polymerase activity in mammalian cells,H7N9
88,"Song W. et al., 2014",Increased replication in mammalian cells,H5N1
88,"Song W. et al., 2014",Increased replication in mammalian cells,H7N9
88,"Song W. et al., 2014",Increased virulence in mice,H5N1
88,"Song W. et al., 2014",Increased virulence in mice,H7N9
88,"Suttie A. et al., 2019",Increased polymerase activity in mammalian cells,H5N1
88,"Suttie A. et al., 2019",Increased polymerase activity in mammalian cells,H7N9
88,"Suttie A. et al., 2019",Increased replication in mammalian cells,H5N1
88,"Suttie A. et al., 2019",Increased replication in mammalian cells,H7N9
88,"Suttie A. et al., 2019",Increased virulence in mice,H5N1
88,"Suttie A. et al., 2019",Increased virulence in mice,H7N9
89,"Zhu W. et al., 2015",Increased polymerase activity in mammalian cells,H7N9
89,"Suttie A. et al., 2019",Increased polymerase activity in mammalian cells,H7N9
90,"Sediri H. et al., 2016",Increased polymerase activity in mammalian cells,H7N7
90,"Sediri H. et al., 2016",Increased polymerase activity in mammalian cells,H7N9
90,"Sediri H. et al., 2016",Increased polymerase activity in mammalian cells,H9N2
90,"Suttie A. et al., 2019",Increased polymerase activity in mammalian cells,H7N7
90,"Suttie A. et al., 2019",Increased polymerase activity in mammalian cells,H7N9
90,"Suttie A. et al., 2019",Increased polymerase activity in mammalian cells,H9N2
91,"Sediri H. et al., 2016",Increased polymerase activity in mammalian cells,H9N2
91,"Sediri H. et al., 2016",Increased virulence in mice,H9N2
91,"Suttie A. et al., 2019",Increased polymerase activity in mammalian cells,H9N2
91,"Suttie A. et al., 2019",Increased virulence in mice,H9N2
92,"Czudai-Matwich V. et al., 2014",Increased replication in mammalian cells,H5N1
92,"Czudai-Matwich V. et al., 2014",Increased virulence in mice,H5N1
92,"Suttie A. et al., 2019",Increased replication in mammalian cells,H5N1
92,"Suttie A. et al., 2019",Increased virulence in mice,H5N1
92,"Sediri H. et al., 2016",Increased polymerase activity in mammalian cells,H7N7
92,"Sediri H. et al., 2016",Increased polymerase activity in mammalian cells,H7N9
92,"Sediri H. et al., 2016",Increased polymerase activity in mammalian cells,H9N2
92,"Suttie A. et al., 2019",Increased polymerase activity in mammalian cells,H7N7
92,"Suttie A. et al., 2019",Increased polymerase activity in mammalian cells,H7N9
92,"Suttie A. et al., 2019",Increased polymerase activity in mammalian cells,H9N2
94,"Elgendy E. et al., 2017",Increased polymerase activity in avian cells,H5N1
94,"Elgendy E. et al., 2017",Increased replication in avian cells,H5N1
94,"Elgendy E. et al., 2017",Increased polymerase activity in mammalian cells,H5N1
94,"Elgendy E. et al., 2017",Increased replication in mammalian cells,H5N1
94,"Suttie A. et al., 2019",Increased polymerase activity in avian cells,H5N1
94,"Suttie A. et al., 2019",Increased replication in avian cells,H5N1
94,"Suttie A. et al., 2019",Increased polymerase activity in mammalian cells,H5N1
94,"Suttie A. et al., 2019",Increased replication in mammalian cells,H5N1
95,"Taft A. et al., 2015",Increased polymerase activity in mammalian cells,H5N1
95,"Taft A. et al., 2015",Increased replication in mammalian cells,H5N1
95,"Taft A. et al., 2015",Increased virulence in mice,H5N1
95,"Suttie A. et al., 2019",Increased polymerase activity in mammalian cells,H5N1
95,"Suttie A. et al., 2019",Increased replication in mammalian cells,H5N1
95,"Suttie A. et al., 2019",Increased virulence in mice,H5N1
96,"Hulse-Post D. et al., 2007",Decreased polymerase activity in mammalian cells,H5N1
96,"Suttie A. et al., 2019",Decreased polymerase activity in mammalian cells,H5N1
97,"Hulse-Post D. et al., 2007",Decreased polymerase activity in mammalian cells,H5N1
97,"Hulse-Post D. et al., 2007",Decreased virulence in mice,H5N1
97,"Hulse-Post D. et al., 2007",Decreased virulence in ducks,H5N1
97,"Hulse-Post D. et al., 2007",Decreased virulence in ferrets,H5N1
97,"Suttie A. et al., 2019",Decreased polymerase activity in mammalian cells,H5N1
97,"Suttie A. et al., 2019",Decreased virulence in mice,H5N1
97,"Suttie A. et al., 2019",Decreased virulence in ducks,H5N1
97,"Suttie A. et al., 2019",Decreased virulence in ferrets,H5N1
98,"Xu C. et al., 2012",Decreased polymerase activity in mammalian cells,"H1N1 backbone with H5N1 PB2, PB1, PA and NP"
98,"Xu C. et al., 2012",Decreased replication in mammalian cells,"H1N1 backbone with H5N1 PB2, PB1, PA and NP"
98,"Suttie A. et al., 2019",Decreased polymerase activity in mammalian cells,"H1N1 backbone with H5N1 PB2, PB1, PA and NP"
98,"Suttie A. et al., 2019",Decreased replication in mammalian cells,"H1N1 backbone with H5N1 PB2, PB1, PA and NP"
99,"Kamiki H. et al., 2018",Increased polymerase activity in mice,H9N2
99,"Kamiki H. et al., 2018",Increased virulence in mice,H9N2
99,"Suttie A. et al., 2019",Increased polymerase activity in mice,H9N2
99,"Suttie A. et al., 2019",Increased virulence in mice,H9N2
100,"Xu C. et al., 2012",Decreased polymerase activity in mammalian cells,"H1N1 backbone with H5N1 PB2, PB1, PA and NP"
100,"Xu C. et al., 2012",Decreased replication in mammalian cells,"H1N1 backbone with H5N1 PB2, PB1, PA and NP"
100,"Suttie A. et al., 2019",Decreased polymerase activity in mammalian cells,"H1N1 backbone with H5N1 PB2, PB1, PA and NP"
100,"Suttie A. et al., 2019",Decreased replication in mammalian cells,"H1N1 backbone with H5N1 PB2, PB1, PA and NP"
101,"Feng X. et al., 2016",Increased polymerase activity in mice,H5N1
101,"Feng X. et al., 2016",Increased virulence in mice,H5N1
101,"Suttie A. et al., 2019",Increased polymerase activity in mice,H5N1
101,"Suttie A. et al., 2019",Increased virulence in mice,H5N1
102,"Li J. et al., 2011b",Increased polymerase activity in mammalian cells,H5N1
102,"Li J. et al., 2011b",Decreased virulence in mice,H5N1
102,"Li J. et al., 2011b",Decreased replication in mammalian cells,H5N1
102,"Suttie A. et al., 2019",Increased polymerase activity in mammalian cells,H5N1
102,"Suttie A. et al., 2019",Decreased virulence in mice,H5N1
102,"Suttie A. et al., 2019",Decreased replication in mammalian cells,H5N1
103,"Gabriel G. et al., 2007",Increased replication in avian cells,H7N7
103,"Gabriel G. et al., 2007",Increased replication in mammalian cells,H7N7
103,"Suttie A. et al., 2019",Increased replication in avian cells,H7N7
103,"Suttie A. et al., 2019",Increased replication in mammalian cells,H7N7
104,"Salomon R. et al., 2006",Decreased replication in ferrets,H5N1
104,"Salomon R. et al., 2006",Decreased virulence in ferrets,H5N1
104,"Suttie A. et al., 2019",Decreased replication in ferrets,H5N1
104,"Suttie A. et al., 2019",Decreased virulence in ferrets,H5N1
105,"Xu C. et al., 2012",Decreased polymerase activity in mammalian cells,"H1N1 backbone with H5N1 PB2, PB1, PA and NP"
105,"Xu C. et al., 2012",Decreased replication in mammalian cells,"H1N1 backbone with H5N1 PB2, PB1, PA and NP"
105,"Suttie A. et al., 2019",Decreased polymerase activity in mammalian cells,"H1N1 backbone with H5N1 PB2, PB1, PA and NP"
105,"Suttie A. et al., 2019",Decreased replication in mammalian cells,"H1N1 backbone with H5N1 PB2, PB1, PA and NP"
106,"Schmolke M. et al., 2011",Enhanced replication in mice,H5N1
106,"Schmolke M. et al., 2011",Enhanced virulence in mice,H5N1
106,"Schmolke M. et al., 2011",Enhanced antiviral response in mice,H5N1
106,"Conenello G. et al., 2007",Enhanced replication in mice,H5N1
106,"Conenello G. et al., 2007",Enhanced virulence in mice,H5N1
106,"Conenello G. et al., 2007",Enhanced antiviral response in mice,H5N1
106,"Suttie A. et al., 2019",Enhanced replication in mice,H5N1
106,"Suttie A. et al., 2019",Enhanced virulence in mice,H5N1
106,"Suttie A. et al., 2019",Enhanced antiviral response in mice,H5N1
107,"Marjuki H. et al., 2010",Decreased polymerase activity in ducks,H5N1
107,"Marjuki H. et al., 2010",Decreased replication in ducks,H5N1
107,"Marjuki H. et al., 2010",Decreased virulence in ducks,H5N1
107,"Suttie A. et al., 2019",Decreased polymerase activity in ducks,H5N1
107,"Suttie A. et al., 2019",Decreased replication in ducks,H5N1
107,"Suttie A. et al., 2019",Decreased virulence in ducks,H5N1
108,"Yamayoshi S. et al., 2014",Increased polymerase activity in mammalian cells,H7N9
108,"Suttie A. et al., 2019",Increased polymerase activity in mammalian cells,H7N9
109,"Hu M. et al., 2017",Decreased polymerase activity in mammalian cells,H7N7
109,"Suttie A. et al., 2019",Decreased polymerase activity in mammalian cells,H7N7
110,"Hu M. et al., 2017",Increased polymerase activity in mammalian cells,H7N7
110,"Hu M. et al., 2017",Enhanced replication in mammalian cells,H7N7
110,"Hu M. et al., 2017",Increased virulence in mice,H7N7
110,"Hu M. et al., 2016",Increased polymerase activity in mammalian cells,H7N7
110,"Hu M. et al., 2016",Enhanced replication in mammalian cells,H7N7
110,"Hu M. et al., 2016",Increased virulence in mice,H7N7
110,"Suttie A. et al., 2019",Increased polymerase activity in mammalian cells,H7N7
110,"Suttie A. et al., 2019",Enhanced replication in mammalian cells,H7N7
110,"Suttie A. et al., 2019",Increased virulence in mice,H7N7
111,"Taft A. et al., 2015",Increased polymerase activity in mammalian cells,H5N1
111,"Taft A. et al., 2015",Increased replication in mammalian cells,H5N1
111,"Taft A. et al., 2015",Increased virulence in mice,H5N1
111,"Suttie A. et al., 2019",Increased polymerase activity in mammalian cells,H5N1
111,"Suttie A. et al., 2019",Increased replication in mammalian cells,H5N1
111,"Suttie A. et al., 2019",Increased virulence in mice,H5N1
111,"Song M. et al., 2009",Increased polymerase activity in mammalian cells,H5N2
111,"Song M. et al., 2009",Increased virulence in mice,H5N2
111,"Suttie A. et al., 2019",Increased polymerase activity in mammalian cells,H5N2
111,"Suttie A. et al., 2019",Increased virulence in mice,H5N2
111,"Cheng K. et al., 2014",Increased polymerase activity in mammalian cells,H6N1
111,"Suttie A. et al., 2019",Increased polymerase activity in mammalian cells,H6N1
114,"Kim J. et al., 2010",Increased virulence in mice,H5N1
114,"Suttie A. et al., 2019",Increased virulence in mice,H5N1
115,"Kim J. et al., 2010",Increased virulence in mice,H5N1
115,"Suttie A. et al., 2019",Increased virulence in mice,H5N1
116,"Elgendy E. et al., 2017",Increased polymerase activity in mammalian cells,H5N1
116,"Suttie A. et al., 2019",Increased polymerase activity in mammalian cells,H5N1
117,"DesRochers B. et al., 2016",Decreased virulence in mice,H7N3
117,"Suttie A. et al., 2019",Decreased virulence in mice,H7N3
118,"Xu G. et al., 2016",Increased polymerase activity in mammalian cells,H9N2
118,"Xu G. et al., 2016",Enhanced replication in mammalian cells,H9N2
118,"Xu G. et al., 2016",Increased virulence in mice,H9N2
118,"Suttie A. et al., 2019",Increased polymerase activity in mammalian cells,H9N2
118,"Suttie A. et al., 2019",Enhanced replication in mammalian cells,H9N2
118,"Suttie A. et al., 2019",Increased virulence in mice,H9N2
119,"Song J. et al., 2015",Increased polymerase activity in mammalian cells,H5N1
119,"Song J. et al., 2015",Increased polymerase activity in avian cells,H5N1
119,"Song J. et al., 2011",Increased polymerase activity in mammalian cells,H5N1
119,"Song J. et al., 2011",Increased polymerase activity in avian cells,H5N1
119,"Suttie A. et al., 2019",Increased polymerase activity in mammalian cells,H5N1
119,"Suttie A. et al., 2019",Increased polymerase activity in avian cells,H5N1
120,"DesRochers B. et al., 2016",Decreased virulence in mice,H7N3
120,"Suttie A. et al., 2019",Decreased virulence in mice,H7N3
121,"Yamayoshi S. et al., 2014",Increased polymerase activity in mammalian cells,H7N9
121,"Yamayoshi S. et al., 2014",Increased replication in mammalian cells,H7N9
121,"Suttie A. et al., 2019",Increased polymerase activity in mammalian cells,H7N9
121,"Suttie A. et al., 2019",Increased replication in mammalian cells,H7N9
122,"Kim J. et al., 2010",Increased virulence in mice,H5N1
122,"Suttie A. et al., 2019",Increased virulence in mice,H5N1
123,"Zhao D. et al., 2015",Increased virulence in mice,H5N1
123,"Suttie A. et al., 2019",Increased virulence in mice,H5N1
124,"Yamayoshi S. et al., 2018",Increased polymerase activity in mammalian cells,H7N9 (human isolate)
124,"Suttie A. et al., 2019",Increased polymerase activity in mammalian cells,H7N9 (human isolate)
125,"Gao H. et al., 2015b",Decreased polymerase activity in mammalian cells,H5N1
125,"Gao H. et al., 2015b",Decreased virulence in ducks,H5N1
125,"Suttie A. et al., 2019",Decreased polymerase activity in mammalian cells,H5N1
125,"Suttie A. et al., 2019",Decreased virulence in ducks,H5N1
126,"Gabriel G. et al., 2005",Increased polymerase activity in mammalian cells,H7N7
126,"Gabriel G. et al., 2005",Increased virulence in mice,H7N7
126,"Gabriel G. et al., 2007",Increased polymerase activity in mammalian cells,H7N7
126,"Gabriel G. et al., 2007",Increased virulence in mice,H7N7
126,"Suttie A. et al., 2019",Increased polymerase activity in mammalian cells,H7N7
126,"Suttie A. et al., 2019",Increased virulence in mice,H7N7
127,"Zhong G. et al., 2018",Increased polymerase activity in mammalian cells,H5N1
127,"Zhong G. et al., 2018",Increased virulence in mice,H5N1
127,"Suttie A. et al., 2019",Increased polymerase activity in mammalian cells,H5N1
127,"Suttie A. et al., 2019",Increased virulence in mice,H5N1
128,"Gao P. et al., 2018",Decreased polymerase activity in mammalian cells,H7N7
128,"Gao P. et al., 2018",Decreased virulence in mice,H7N7
128,"Suttie A. et al., 2019",Decreased polymerase activity in mammalian cells,H7N7
128,"Suttie A. et al., 2019",Decreased virulence in mice,H7N7
129,"Xiao C. et al., 2016",Enhanced replication in duck cells,H5N1
129,"Xiao C. et al., 2016",Increased polymerase activity in duck cells,H5N1
129,"Xiao C. et al., 2016",Increased polymerase activity in mice cells,H5N1
129,"Xiao C. et al., 2016",Enhanced replication in mice cells,H5N1
129,"Xiao C. et al., 2016",Increased virulence in ducks,H5N1
129,"Xiao C. et al., 2016",Increased virulence in mice,H5N1
129,"Leung B. et al., 2010",Enhanced replication in duck cells,H5N1
129,"Leung B. et al., 2010",Increased polymerase activity in duck cells,H5N1
129,"Leung B. et al., 2010",Increased polymerase activity in mice cells,H5N1
129,"Leung B. et al., 2010",Enhanced replication in mice cells,H5N1
129,"Leung B. et al., 2010",Increased virulence in ducks,H5N1
129,"Leung B. et al., 2010",Increased virulence in mice,H5N1
129,"Suttie A. et al., 2019",Enhanced replication in duck cells,H5N1
129,"Suttie A. et al., 2019",Increased polymerase activity in duck cells,H5N1
129,"Suttie A. et al., 2019",Increased polymerase activity in mice cells,H5N1
129,"Suttie A. et al., 2019",Enhanced replication in mice cells,H5N1
129,"Suttie A. et al., 2019",Increased virulence in ducks,H5N1
129,"Suttie A. et al., 2019",Increased virulence in mice,H5N1
130,"Schmolke M. et al., 2011",Increased polymerase activity in mammalian cells,H7N9
130,"Suttie A. et al., 2019",Increased polymerase activity in mammalian cells,H7N9
131,"Yamaji R. et al., 2015",Increased polymerase activity in mammalian cells,H5N1
131,"Yamaji R. et al., 2015",Increased virulence in mice,H5N1
131,"Suttie A. et al., 2019",Increased polymerase activity in mammalian cells,H5N1
131,"Suttie A. et al., 2019",Increased virulence in mice,H5N1
132,"Leung B. et al., 2010",Increased polymerase activity in mammalian cells,H5N1
132,"Suttie A. et al., 2019",Increased polymerase activity in mammalian cells,H5N1
133,"Xu G. et al., 2016",Increased polymerase activity in mammalian cells,H9N2
133,"Xu G. et al., 2016",Enhanced replication in mammalian cells,H9N2
133,"Xu G. et al., 2016",Increased virulence in mice,H9N2
133,"Suttie A. et al., 2019",Increased polymerase activity in mammalian cells,H9N2
133,"Suttie A. et al., 2019",Enhanced replication in mammalian cells,H9N2
133,"Suttie A. et al., 2019",Increased virulence in mice,H9N2
134,"Su Y. et al., 2008",Increased pseudovirus binding to α2-6,H5N1
134,"Suttie A. et al., 2019",Increased pseudovirus binding to α2-6,H5N1
135,"Wang W. et al., 2010",Increased virus binding to α2-6,H5N1
135,"Suttie A. et al., 2019",Increased virus binding to α2-6,H5N1
136,"Yang Z. et al., 2007",Increased pseudovirus binding to α2-6,H5N1
136,"Suttie A. et al., 2019",Increased pseudovirus binding to α2-6,H5N1
138,"Yamada S. et al., 2006",Increased virus binding to α2-6,H5N1
138,"Suttie A. et al., 2019",Increased virus binding to α2-6,H5N1
139,"Wang W. et al., 2010",Increased virus binding to α2-6,H5N1
139,"Suttie A. et al., 2019",Increased virus binding to α2-6,H5N1
141,"Wang W. et al., 2010",Increased virus binding to α2-6,H5N1
141,"Suttie A. et al., 2019",Increased virus binding to α2-6,H5N1
142,"Wang W. et al., 2010",Increased virus binding to α2-6,H5N1
142,"Wang W. et al., 2010",Increased transmission in guinea pigs,H5N1
142,"Gao Y. et al., 2009",Increased virus binding to α2-6,H5N1
142,"Gao Y. et al., 2009",Increased transmission in guinea pigs,H5N1
142,"Suttie A. et al., 2019",Increased virus binding to α2-6,H5N1
142,"Suttie A. et al., 2019",Increased transmission in guinea pigs,H5N1
143,"Dortmans J. et al., 2013",Increased virus binding to α2-3,H7N9
143,"Suttie A. et al., 2019",Increased virus binding to α2-3,H7N9
144,"Wang W. et al., 2010",Increased virus binding to α2-6,H5N1
144,"Kongchanagul A. et al., 2008",Increased virus binding to α2-6,H5N1
144,"Yamada S. et al., 2006",Increased virus binding to α2-6,H5N1
144,"Gao Y. et al., 2009",Increased virus binding to α2-6,H5N1
144,"Suttie A. et al., 2019",Increased virus binding to α2-6,H5N1
145,"Wang W. et al., 2010",Increased virus binding to α2-6,H5N1
145,"Kongchanagul A. et al., 2008",Increased virus binding to α2-6,H5N1
145,"Yamada S. et al., 2006",Increased virus binding to α2-6,H5N1
145,"Gao Y. et al., 2009",Increased virus binding to α2-6,H5N1
145,"Suttie A. et al., 2019",Increased virus binding to α2-6,H5N1
146,"Lu X. et al., 2013",Increased virus binding to α2-6,H13N6
146,"Lu X. et al., 2013",Decreased virus binding to α2-3,H13N6
146,"Suttie A. et al., 2019",Increased virus binding to α2-6,H13N6
146,"Suttie A. et al., 2019",Decreased virus binding to α2-3,H13N6
147,"Wang F. et al., 2015",Decreased virus binding to α2-3,H6N1
147,"Suttie A. et al., 2019",Decreased virus binding to α2-3,H6N1
148,"Chen L. et al., 2012",Increased virus binding to α2-6,H5N1
148,"Suttie A. et al., 2019",Increased virus binding to α2-6,H5N1
149,"Chen L. et al., 2012",Increased virus binding to α2-6,H5N1
149,"Chen L. et al., 2012",Maintained virus binding to α2-3,H5N1
149,"Chen L. et al., 2012",Decreased virulence in mice,H5N1
149,"Han P. et al., 2015",Increased virus binding to α2-6,H5N1
149,"Han P. et al., 2015",Maintained virus binding to α2-3,H5N1
149,"Han P. et al., 2015",Decreased virulence in mice,H5N1
149,"Suttie A. et al., 2019",Increased virus binding to α2-6,H5N1
149,"Suttie A. et al., 2019",Maintained virus binding to α2-3,H5N1
149,"Suttie A. et al., 2019",Decreased virulence in mice,H5N1
150,"Qu Z. et al., 2017",Decreased virus binding to α2-3,H6N2
150,"Suttie A. et al., 2019",Decreased virus binding to α2-3,H6N2
151,"Teng Q. et al., 2016",Enhanced binding affinity to mammalian cells,H9N2
151,"Teng Q. et al., 2016",Enhanced replication in mammalian cells,H9N2
151,"Suttie A. et al., 2019",Enhanced binding affinity to mammalian cells,H9N2
151,"Suttie A. et al., 2019",Enhanced replication in mammalian cells,H9N2
152,"Yang Z. et al., 2007",Increased pseudovirus binding to α2-6,H5N1
152,"Suttie A. et al., 2019",Increased pseudovirus binding to α2-6,H5N1
153,"Wang W. et al., 2010",Increased virus binding to α2-6,H5N1
153,"Peng W. et al., 2018",Increased virus binding to α2-6,H5N1
153,"Suttie A. et al., 2019",Increased virus binding to α2-6,H5N1
154,"Wang W. et al., 2010",Increased virus binding to α2-6,H5N1
